item_id	timestamp	time	ord0
10539	2025-05-11	10:00	9
10538	2025-05-10	22:00	17
10537	2025-05-10	20:00	3
10536	2025-05-10	18:00	19
10535	2025-05-10	16:00	10
10534	2025-05-10	13:00	1
10533	2025-05-10	12:00	3
10532	2025-05-10	10:00	20
10531	2025-05-09	22:00	3
10530	2025-05-09	20:00	14
10529	2025-05-09	18:00	16
10528	2025-05-09	16:00	14
10527	2025-05-09	13:00	10
10526	2025-05-09	12:00	9
10525	2025-05-09	10:00	5
10524	2025-05-08	22:00	18
10523	2025-05-08	20:00	20
10522	2025-05-08	18:00	1
10521	2025-05-08	16:00	18
10520	2025-05-08	13:00	10
10519	2025-05-08	12:00	15
10518	2025-05-08	10:00	9
10517	2025-05-07	22:00	18
10516	2025-05-07	20:00	20
10515	2025-05-07	18:00	5
10514	2025-05-07	16:00	20
10513	2025-05-07	13:00	9
10512	2025-05-07	12:00	13
10511	2025-05-07	10:00	16
10510	2025-05-06	22:00	16
10509	2025-05-06	20:00	17
10508	2025-05-06	18:00	3
10507	2025-05-06	16:00	18
10506	2025-05-06	13:00	7
10505	2025-05-06	12:00	5
10504	2025-05-06	10:00	4
10503	2025-05-05	22:00	14
10502	2025-05-05	20:00	6
10501	2025-05-05	18:00	13
10500	2025-05-05	16:00	13
10499	2025-05-05	13:00	10
10498	2025-05-05	12:00	20
10497	2025-05-05	10:00	17
10496	2025-05-04	22:00	2
10495	2025-05-04	20:00	1
10494	2025-05-04	18:00	16
10493	2025-05-04	16:00	19
10492	2025-05-04	13:00	11
10491	2025-05-04	12:00	14
10490	2025-05-04	10:00	11
10489	2025-05-03	22:00	13
10488	2025-05-03	20:00	3
10487	2025-05-03	18:00	4
10486	2025-05-03	16:00	3
10485	2025-05-03	13:00	20
10484	2025-05-03	12:00	15
10483	2025-05-03	10:00	3
10482	2025-05-02	22:00	1
10481	2025-05-02	20:00	12
10480	2025-05-02	18:00	12
10479	2025-05-02	16:00	15
10478	2025-05-02	13:00	4
10477	2025-05-02	12:00	13
10476	2025-05-02	10:00	18
10475	2025-05-01	22:00	7
10474	2025-05-01	20:00	6
10473	2025-05-01	18:00	13
10472	2025-05-01	16:00	1
10471	2025-05-01	13:00	16
10470	2025-05-01	12:00	13
10469	2025-05-01	10:00	3
10468	2025-04-30	22:00	11
10467	2025-04-30	20:00	20
10466	2025-04-30	18:00	16
10465	2025-04-30	16:00	19
10464	2025-04-30	13:00	3
10463	2025-04-30	12:00	1
10462	2025-04-30	10:00	14
10461	2025-04-29	22:00	10
10460	2025-04-29	20:00	12
10459	2025-04-29	18:00	18
10458	2025-04-29	16:00	8
10457	2025-04-29	13:00	20
10456	2025-04-29	12:00	20
10455	2025-04-29	10:00	20
10454	2025-04-28	22:00	2
10453	2025-04-28	20:00	19
10452	2025-04-28	18:00	16
10451	2025-04-28	16:00	15
10450	2025-04-28	13:00	12
10449	2025-04-28	12:00	6
10448	2025-04-28	10:00	3
10447	2025-04-27	22:00	19
10446	2025-04-27	20:00	12
10445	2025-04-27	18:00	19
10444	2025-04-27	16:00	6
10443	2025-04-27	13:00	1
10442	2025-04-27	12:00	12
10441	2025-04-27	10:00	15
10440	2025-04-26	22:00	15
10439	2025-04-26	20:00	2
10438	2025-04-26	18:00	16
10437	2025-04-26	16:00	14
10436	2025-04-26	13:00	4
10435	2025-04-26	12:00	13
10434	2025-04-26	10:00	7
10433	2025-04-25	22:00	11
10432	2025-04-25	20:00	14
10431	2025-04-25	18:00	7
10430	2025-04-25	16:00	18
10429	2025-04-25	13:00	2
10428	2025-04-25	12:00	13
10427	2025-04-25	10:00	16
10426	2025-04-24	22:00	17
10425	2025-04-24	20:00	1
10424	2025-04-24	18:00	7
10423	2025-04-24	16:00	8
10422	2025-04-24	13:00	7
10421	2025-04-24	12:00	20
10420	2025-04-24	10:00	17
10419	2025-04-23	22:00	16
10418	2025-04-23	20:00	7
10417	2025-04-23	18:00	11
10416	2025-04-23	16:00	20
10415	2025-04-23	13:00	3
10414	2025-04-23	12:00	7
10413	2025-04-23	10:00	4
10412	2025-04-22	22:00	17
10411	2025-04-22	20:00	19
10410	2025-04-22	18:00	8
10409	2025-04-22	16:00	13
10408	2025-04-22	13:00	19
10407	2025-04-22	12:00	12
10406	2025-04-22	10:00	5
10405	2025-04-21	22:00	2
10404	2025-04-21	20:00	1
10403	2025-04-21	18:00	16
10402	2025-04-21	16:00	12
10401	2025-04-21	13:00	18
10400	2025-04-21	12:00	2
10399	2025-04-21	10:00	7
10398	2025-04-20	22:00	8
10397	2025-04-20	20:00	18
10396	2025-04-20	18:00	2
10395	2025-04-20	16:00	2
10394	2025-04-20	13:00	2
10393	2025-04-20	12:00	14
10392	2025-04-20	10:00	15
10391	2025-04-19	22:00	6
10390	2025-04-19	20:00	16
10389	2025-04-19	18:00	1
10388	2025-04-19	16:00	7
10387	2025-04-19	13:00	18
10386	2025-04-19	12:00	20
10385	2025-04-19	10:00	16
10384	2025-04-18	22:00	18
10383	2025-04-18	20:00	18
10382	2025-04-18	18:00	3
10381	2025-04-18	16:00	3
10380	2025-04-18	13:00	9
10379	2025-04-18	12:00	6
10378	2025-04-18	10:00	8
10377	2025-04-17	22:00	7
10376	2025-04-17	20:00	17
10375	2025-04-17	18:00	7
10374	2025-04-17	16:00	16
10373	2025-04-17	13:00	5
10372	2025-04-17	12:00	15
10371	2025-04-17	10:00	11
10370	2025-04-16	22:00	2
10369	2025-04-16	20:00	9
10368	2025-04-16	18:00	17
10367	2025-04-16	16:00	10
10366	2025-04-16	13:00	6
10365	2025-04-16	12:00	10
10364	2025-04-16	10:00	5
10363	2025-04-15	22:00	11
10362	2025-04-15	20:00	3
10361	2025-04-15	18:00	7
10360	2025-04-15	16:00	15
10359	2025-04-15	13:00	16
10358	2025-04-15	12:00	20
10357	2025-04-15	10:00	18
10356	2025-04-14	22:00	12
10355	2025-04-14	20:00	9
10354	2025-04-14	18:00	15
10353	2025-04-14	16:00	4
10352	2025-04-14	13:00	14
10351	2025-04-14	12:00	18
10350	2025-04-14	10:00	9
10349	2025-04-13	22:00	5
10348	2025-04-13	20:00	3
10347	2025-04-13	18:00	7
10346	2025-04-13	16:00	17
10345	2025-04-13	13:00	1
10344	2025-04-13	12:00	13
10343	2025-04-13	10:00	6
10342	2025-04-12	22:00	19
10341	2025-04-12	20:00	19
10340	2025-04-12	18:00	15
10339	2025-04-12	16:00	8
10338	2025-04-12	13:00	2
10337	2025-04-12	12:00	1
10336	2025-04-12	10:00	18
10335	2025-04-11	22:00	9
10334	2025-04-11	20:00	20
10333	2025-04-11	18:00	19
10332	2025-04-11	16:00	7
10331	2025-04-11	13:00	13
10330	2025-04-11	12:00	16
10329	2025-04-11	10:00	14
10328	2025-04-10	22:00	11
10327	2025-04-10	20:00	10
10326	2025-04-10	18:00	19
10325	2025-04-10	16:00	6
10324	2025-04-10	13:00	9
10323	2025-04-10	12:00	13
10322	2025-04-10	10:00	16
10321	2025-04-09	22:00	17
10320	2025-04-09	20:00	15
10319	2025-04-09	18:00	5
10318	2025-04-09	16:00	11
10317	2025-04-09	13:00	15
10316	2025-04-09	12:00	14
10315	2025-04-09	10:00	17
10314	2025-04-08	22:00	14
10313	2025-04-08	20:00	16
10312	2025-04-08	18:00	5
10311	2025-04-08	16:00	3
10310	2025-04-08	13:00	14
10309	2025-04-08	12:00	10
10308	2025-04-08	10:00	17
10307	2025-04-07	22:00	7
10306	2025-04-07	20:00	15
10305	2025-04-07	18:00	7
10304	2025-04-07	16:00	3
10303	2025-04-07	13:00	14
10302	2025-04-07	12:00	4
10301	2025-04-07	10:00	10
10300	2025-04-06	22:00	3
10299	2025-04-06	20:00	1
10298	2025-04-06	18:00	7
10297	2025-04-06	16:00	18
10296	2025-04-06	13:00	11
10295	2025-04-06	12:00	12
10294	2025-04-06	10:00	2
10293	2025-04-05	22:00	20
10292	2025-04-05	20:00	12
10291	2025-04-05	18:00	6
10290	2025-04-05	16:00	16
10289	2025-04-05	13:00	20
10288	2025-04-05	12:00	16
10287	2025-04-05	10:00	6
10286	2025-04-04	22:00	10
10285	2025-04-04	20:00	16
10284	2025-04-04	18:00	7
10283	2025-04-04	16:00	15
10282	2025-04-04	13:00	18
10281	2025-04-04	12:00	19
10280	2025-04-04	10:00	20
10279	2025-04-03	22:00	1
10278	2025-03-31	20:00	4
10277	2025-03-31	18:00	9
10276	2025-03-31	16:00	15
10275	2025-03-31	13:00	6
10274	2025-03-31	12:00	16
10273	2025-03-31	10:00	16
10272	2025-03-30	22:00	14
10271	2025-03-30	20:00	13
10270	2025-03-30	18:00	3
10269	2025-03-30	16:00	1
10268	2025-03-30	13:00	15
10267	2025-03-30	12:00	15
10266	2025-03-30	10:00	16
10265	2025-03-29	22:00	8
10264	2025-03-29	20:00	6
10263	2025-03-29	18:00	11
10262	2025-03-29	16:00	7
10261	2025-03-29	13:00	3
10260	2025-03-29	12:00	7
10259	2025-03-29	10:00	9
10258	2025-03-28	22:00	10
10257	2025-03-28	20:00	15
10256	2025-03-28	18:00	9
10255	2025-03-28	16:00	9
10254	2025-03-28	13:00	18
10253	2025-03-28	12:00	10
10252	2025-03-28	10:00	3
10251	2025-03-27	22:00	6
10250	2025-03-27	20:00	13
10249	2025-03-27	18:00	18
10248	2025-03-27	16:00	14
10247	2025-03-27	13:00	19
10246	2025-03-27	12:00	8
10245	2025-03-27	10:00	9
10244	2025-03-26	22:00	13
10243	2025-03-26	20:00	17
10242	2025-03-26	18:00	20
10241	2025-03-26	16:00	5
10240	2025-03-26	13:00	15
10239	2025-03-26	12:00	17
10238	2025-03-26	10:00	1
10237	2025-03-25	22:00	14
10236	2025-03-25	20:00	15
10235	2025-03-25	18:00	7
10234	2025-03-25	16:00	9
10233	2025-03-25	13:00	6
10232	2025-03-25	12:00	13
10231	2025-03-25	10:00	20
10230	2025-03-24	22:00	7
10229	2025-03-24	20:00	19
10228	2025-03-24	18:00	16
10227	2025-03-24	16:00	4
10226	2025-03-24	13:00	15
10225	2025-03-24	12:00	2
10224	2025-03-24	10:00	9
10223	2025-03-23	22:00	11
10222	2025-03-23	20:00	5
10221	2025-03-23	18:00	10
10220	2025-03-23	16:00	18
10219	2025-03-23	13:00	4
10218	2025-03-23	12:00	19
10217	2025-03-23	10:00	13
10216	2025-03-22	22:00	19
10215	2025-03-22	20:00	4
10214	2025-03-22	18:00	17
10213	2025-03-22	16:00	3
10212	2025-03-22	13:00	7
10211	2025-03-22	12:00	3
10210	2025-03-22	10:00	10
10209	2025-03-21	22:00	1
10208	2025-03-21	20:00	14
10207	2025-03-21	18:00	18
10206	2025-03-21	16:00	16
10205	2025-03-21	13:00	3
10204	2025-03-21	12:00	5
10203	2025-03-21	10:00	20
10202	2025-03-20	22:00	12
10201	2025-03-20	20:00	18
10200	2025-03-20	18:00	16
10199	2025-03-20	16:00	10
10198	2025-03-20	13:00	7
10197	2025-03-20	12:00	18
10196	2025-03-20	10:00	7
10195	2025-03-19	22:00	8
10194	2025-03-19	20:00	2
10193	2025-03-19	18:00	14
10192	2025-03-19	16:00	13
10191	2025-03-19	13:00	16
10190	2025-03-19	12:00	16
10189	2025-03-19	10:00	5
10188	2025-03-18	22:00	17
10187	2025-03-18	20:00	8
10186	2025-03-18	18:00	9
10185	2025-03-18	16:00	5
10184	2025-03-18	13:00	11
10183	2025-03-18	12:00	2
10182	2025-03-18	10:00	10
10181	2025-03-17	22:00	10
10180	2025-03-17	20:00	1
10179	2025-03-17	18:00	6
10178	2025-03-17	16:00	15
10177	2025-03-17	13:00	16
10176	2025-03-17	12:00	16
10175	2025-03-17	10:00	3
10174	2025-03-16	22:00	16
10173	2025-03-16	20:00	13
10172	2025-03-16	18:00	4
10171	2025-03-16	16:00	11
10170	2025-03-16	13:00	4
10169	2025-03-16	12:00	4
10168	2025-03-16	10:00	16
10167	2025-03-15	22:00	18
10166	2025-03-15	20:00	14
10165	2025-03-15	18:00	17
10164	2025-03-15	16:00	14
10163	2025-03-15	13:00	3
10162	2025-03-15	12:00	12
10161	2025-03-15	10:00	2
10160	2025-03-14	22:00	6
10159	2025-03-14	20:00	14
10158	2025-03-14	18:00	12
10157	2025-03-14	16:00	19
10156	2025-03-14	13:00	15
10155	2025-03-14	12:00	2
10154	2025-03-14	10:00	8
10153	2025-03-13	22:00	7
10152	2025-03-13	20:00	19
10151	2025-03-13	18:00	3
10150	2025-03-13	16:00	16
10149	2025-03-13	13:00	16
10148	2025-03-13	12:00	11
10147	2025-03-13	10:00	1
10146	2025-03-12	22:00	2
10145	2025-03-12	20:00	1
10144	2025-03-12	18:00	18
10143	2025-03-12	16:00	10
10142	2025-03-12	13:00	16
10141	2025-03-12	12:00	3
10140	2025-03-12	10:00	6
10139	2025-03-11	22:00	10
10138	2025-03-11	20:00	1
10137	2025-03-11	18:00	9
10136	2025-03-11	16:00	16
10135	2025-03-11	13:00	16
10134	2025-03-11	12:00	7
10133	2025-03-11	10:00	2
10132	2025-03-10	22:00	14
10131	2025-03-10	20:00	2
10130	2025-03-10	18:00	15
10129	2025-03-10	16:00	2
10128	2025-03-10	13:00	9
10127	2025-03-10	12:00	14
10126	2025-03-10	10:00	12
10125	2025-03-09	22:00	13
10124	2025-03-09	20:00	6
10123	2025-03-09	18:00	9
10122	2025-03-09	16:00	13
10121	2025-03-09	13:00	10
10120	2025-03-09	12:00	20
10119	2025-03-09	10:00	10
10118	2025-03-08	22:00	19
10117	2025-03-08	20:00	13
10116	2025-03-08	18:00	15
10115	2025-03-08	16:00	8
10114	2025-03-08	13:00	7
10113	2025-03-08	12:00	1
10112	2025-03-08	10:00	10
10111	2025-03-07	22:00	10
10110	2025-03-07	20:00	7
10109	2025-03-07	18:00	19
10108	2025-03-07	16:00	13
10107	2025-03-07	13:00	2
10106	2025-03-07	12:00	14
10105	2025-03-07	10:00	10
10104	2025-03-06	22:00	19
10103	2025-03-06	20:00	4
10102	2025-03-06	18:00	3
10101	2025-03-06	16:00	12
10100	2025-03-06	13:00	4
10099	2025-03-06	12:00	11
10098	2025-03-06	10:00	14
10097	2025-03-05	22:00	12
10096	2025-03-05	20:00	8
10095	2025-03-05	18:00	17
10094	2025-03-05	16:00	19
10093	2025-03-05	13:00	12
10092	2025-03-05	12:00	8
10091	2025-03-05	10:00	18
10090	2025-03-04	22:00	12
10089	2025-03-04	20:00	7
10088	2025-03-04	18:00	6
10087	2025-03-04	16:00	19
10086	2025-03-04	13:00	1
10085	2025-03-04	12:00	2
10084	2025-03-04	10:00	14
10083	2025-03-03	22:00	10
10082	2025-03-03	20:00	10
10081	2025-03-03	18:00	9
10080	2025-03-03	16:00	15
10079	2025-03-03	13:00	5
10078	2025-03-03	12:00	18
10077	2025-03-03	10:00	7
10076	2025-03-02	22:00	14
10075	2025-03-02	20:00	20
10074	2025-03-02	18:00	4
10073	2025-03-02	16:00	15
10072	2025-03-02	13:00	12
10071	2025-03-02	12:00	17
10070	2025-03-02	10:00	20
10069	2025-03-01	22:00	9
10068	2025-03-01	20:00	7
10067	2025-03-01	18:00	16
10066	2025-03-01	16:00	5
10065	2025-03-01	13:00	16
10064	2025-03-01	12:00	7
10063	2025-03-01	10:00	12
10062	2025-02-28	22:00	19
10061	2025-02-28	20:00	18
10060	2025-02-28	18:00	18
10059	2025-02-28	16:00	10
10058	2025-02-28	13:00	17
10057	2025-02-28	12:00	12
10056	2025-02-28	10:00	7
10055	2025-02-27	22:00	5
10054	2025-02-27	20:00	14
10053	2025-02-27	18:00	14
10052	2025-02-27	16:00	4
10051	2025-02-27	13:00	19
10050	2025-02-27	12:00	5
10049	2025-02-27	10:00	9
10048	2025-02-26	22:00	15
10047	2025-02-26	20:00	14
10046	2025-02-26	18:00	18
10045	2025-02-26	16:00	9
10044	2025-02-26	13:00	6
10043	2025-02-26	12:00	8
10042	2025-02-26	10:00	12
10041	2025-02-25	22:00	8
10040	2025-02-25	20:00	10
10039	2025-02-25	18:00	1
10038	2025-02-25	16:00	13
10037	2025-02-25	13:00	6
10036	2025-02-25	12:00	3
10035	2025-02-25	10:00	12
10034	2025-02-24	22:00	7
10033	2025-02-24	20:00	18
10032	2025-02-24	18:00	1
10031	2025-02-24	16:00	1
10030	2025-02-24	13:00	1
10029	2025-02-24	12:00	5
10028	2025-02-24	10:00	17
10027	2025-02-23	22:00	1
10026	2025-02-23	20:00	10
10025	2025-02-23	18:00	5
10024	2025-02-23	16:00	14
10023	2025-02-23	13:00	11
10022	2025-02-23	12:00	8
10021	2025-02-23	10:00	16
10020	2025-02-22	22:00	2
10019	2025-02-22	20:00	7
10018	2025-02-22	18:00	7
10017	2025-02-22	16:00	14
10016	2025-02-22	13:00	3
10015	2025-02-22	12:00	17
10014	2025-02-22	10:00	4
10013	2025-02-21	22:00	5
10012	2025-02-21	20:00	16
10011	2025-02-21	18:00	11
10010	2025-02-21	16:00	14
10009	2025-02-21	13:00	10
10008	2025-02-21	12:00	12
10007	2025-02-21	10:00	5
10006	2025-02-20	22:00	2
10005	2025-02-20	20:00	15
10004	2025-02-20	18:00	10
10003	2025-02-20	16:00	7
10002	2025-02-20	13:00	3
10001	2025-02-20	12:00	6
10000	2025-02-20	10:00	10
9999	2025-02-19	22:00	3
9998	2025-02-19	20:00	15
9997	2025-02-19	18:00	15
9996	2025-02-19	16:00	17
9995	2025-02-19	13:00	14
9994	2025-02-19	12:00	14
9993	2025-02-19	10:00	16
9992	2025-02-18	22:00	12
9991	2025-02-18	20:00	3
9990	2025-02-18	18:00	2
9989	2025-02-18	16:00	5
9988	2025-02-18	13:00	1
9987	2025-02-18	12:00	10
9986	2025-02-18	10:00	2
9985	2025-02-17	22:00	16
9984	2025-02-17	20:00	11
9983	2025-02-17	18:00	12
9982	2025-02-17	16:00	6
9981	2025-02-17	13:00	6
9980	2025-02-17	12:00	17
9979	2025-02-17	10:00	14
9978	2025-02-16	22:00	18
9977	2025-02-16	20:00	15
9976	2025-02-16	18:00	19
9975	2025-02-16	16:00	14
9974	2025-02-16	13:00	8
9973	2025-02-16	12:00	10
9972	2025-02-16	10:00	2
9971	2025-02-15	22:00	10
9970	2025-02-15	20:00	8
9969	2025-02-15	18:00	17
9968	2025-02-15	16:00	18
9967	2025-02-15	13:00	10
9966	2025-02-15	12:00	13
9965	2025-02-15	10:00	13
9964	2025-02-14	22:00	6
9963	2025-02-14	20:00	15
9962	2025-02-14	18:00	17
9961	2025-02-14	16:00	13
9960	2025-02-14	13:00	2
9959	2025-02-14	12:00	17
9958	2025-02-14	10:00	3
9957	2025-02-13	22:00	19
9956	2025-02-13	20:00	4
9955	2025-02-13	18:00	1
9954	2025-02-13	16:00	2
9953	2025-02-13	13:00	5
9952	2025-02-13	12:00	6
9951	2025-02-13	10:00	12
9950	2025-02-12	22:00	19
9949	2025-02-12	20:00	12
9948	2025-02-12	18:00	15
9947	2025-02-12	16:00	8
9946	2025-02-12	13:00	8
9945	2025-02-12	12:00	8
9944	2025-02-12	10:00	9
9943	2025-02-11	22:00	7
9942	2025-02-11	20:00	16
9941	2025-02-11	18:00	4
9940	2025-02-11	16:00	15
9939	2025-02-11	13:00	9
9938	2025-02-11	12:00	8
9937	2025-02-11	10:00	19
9936	2025-02-10	22:00	1
9935	2025-02-10	20:00	1
9934	2025-02-10	18:00	9
9933	2025-02-10	16:00	8
9932	2025-02-10	13:00	4
9931	2025-02-10	12:00	1
9930	2025-02-10	10:00	14
9929	2025-02-09	22:00	14
9928	2025-02-09	20:00	9
9927	2025-02-09	18:00	3
9926	2025-02-09	16:00	20
9925	2025-02-09	13:00	11
9924	2025-02-09	12:00	5
9923	2025-02-09	10:00	5
9922	2025-02-08	22:00	9
9921	2025-02-08	20:00	3
9920	2025-02-08	18:00	6
9919	2025-02-08	16:00	18
9918	2025-02-08	13:00	9
9917	2025-02-08	12:00	5
9916	2025-02-08	10:00	16
9915	2025-02-07	22:00	4
9914	2025-02-07	20:00	13
9913	2025-02-07	18:00	10
9912	2025-02-07	16:00	19
9911	2025-02-07	13:00	5
9910	2025-02-07	12:00	7
9909	2025-02-07	10:00	1
9908	2025-02-06	22:00	4
9907	2025-02-06	20:00	5
9906	2025-02-06	18:00	14
9905	2025-02-06	16:00	7
9904	2025-02-06	13:00	18
9903	2025-02-06	12:00	10
9902	2025-02-06	10:00	5
9901	2025-02-05	22:00	3
9900	2025-02-05	20:00	9
9899	2025-02-05	18:00	9
9898	2025-02-05	16:00	11
9897	2025-02-05	13:00	13
9896	2025-02-05	12:00	7
9895	2025-02-05	10:00	18
9894	2025-02-04	22:00	2
9893	2025-02-04	20:00	6
9892	2025-02-04	18:00	13
9891	2025-02-04	16:00	3
9890	2025-02-04	13:00	7
9889	2025-02-04	12:00	12
9888	2025-02-04	10:00	2
9887	2025-02-03	22:00	1
9886	2025-02-03	20:00	10
9885	2025-02-03	18:00	15
9884	2025-02-03	16:00	4
9883	2025-02-03	13:00	1
9882	2025-02-03	12:00	1
9881	2025-02-03	10:00	7
9880	2025-02-02	22:00	20
9879	2025-02-02	20:00	4
9878	2025-02-02	18:00	1
9877	2025-02-02	16:00	19
9876	2025-02-02	13:00	10
9875	2025-02-02	12:00	14
9874	2025-02-02	10:00	12
9873	2025-02-01	22:00	6
9872	2025-02-01	20:00	1
9871	2025-02-01	18:00	5
9870	2025-02-01	16:00	14
9869	2025-02-01	13:00	13
9868	2025-02-01	12:00	19
9867	2025-02-01	10:00	20
9866	2025-01-31	22:00	5
9865	2025-01-31	20:00	17
9864	2025-01-31	18:00	16
9863	2025-01-31	16:00	16
9862	2025-01-31	13:00	18
9861	2025-01-31	12:00	4
9860	2025-01-31	10:00	2
9859	2025-01-30	22:00	11
9858	2025-01-30	20:00	14
9857	2025-01-30	18:00	17
9856	2025-01-30	16:00	4
9855	2025-01-30	13:00	18
9854	2025-01-30	12:00	5
9853	2025-01-30	10:00	14
9852	2025-01-29	22:00	6
9851	2025-01-29	20:00	2
9850	2025-01-29	18:00	20
9849	2025-01-29	16:00	18
9848	2025-01-29	13:00	18
9847	2025-01-29	12:00	4
9846	2025-01-29	10:00	20
9845	2025-01-28	22:00	20
9844	2025-01-28	20:00	9
9843	2025-01-28	18:00	8
9842	2025-01-28	16:00	12
9841	2025-01-28	13:00	13
9840	2025-01-28	12:00	13
9839	2025-01-28	10:00	12
9838	2025-01-27	22:00	14
9837	2025-01-27	20:00	20
9836	2025-01-27	18:00	18
9835	2025-01-27	16:00	11
9834	2025-01-27	13:00	11
9833	2025-01-27	12:00	11
9832	2025-01-27	10:00	2
9831	2025-01-26	22:00	2
9830	2025-01-26	20:00	9
9829	2025-01-26	18:00	11
9828	2025-01-26	16:00	1
